state,price,name,fuel_type,transmmision,make,model,year,condition,millage,engine_size
Abuja (FCT),2500000,Mercedes-Benz E350 2006 Silver,Petrol,Automatic,Mercedes-Benz,E350,2006,Nigerian Used,148197,3500
Abuja (FCT),2835000,Toyota Camry 2007 Blue,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,147522,2400
Abuja (FCT),3640000,Toyota Camry 2006 Gray,Petrol,Automatic,Toyota,Camry,2006,Nigerian Used,158733,2400
Abuja (FCT),3640000,Toyota Highlander 2003 Blue,Petrol,Automatic,Toyota,Highlander,2003,Nigerian Used,239751,3000
Abuja (FCT),2310000,Lexus RX 300 2002 Black,Petrol,Automatic,Lexus,RX 300,2002,Nigerian Used,187863,3000
Lagos State,2100000,Toyota Solara 2004 Silver,Petrol,Automatic,Toyota,Solara,2004,Nigerian Used,191028,3300
Abuja (FCT),2360662,Toyota Corolla 2006 Blue,Petrol,Automatic,Toyota,Corolla,2006,Nigerian Used,343323,1800
Lagos State,2856000,Toyota Sienna 2008 Black,Petrol,Automatic,Toyota,Sienna,2008,Nigerian Used,256342,3500
Abuja (FCT),2288000,Nissan Pathfinder 2005 Gray,Petrol,Automatic,Nissan,Pathfinder,2005,Nigerian Used,135564,4000
Lagos State,3465000,Honda Pilot 2005 Gray,Petrol,Automatic,Honda,Pilot,2005,Foreign Used,228468,3500
Lagos State,36750000,BMW X6 2015 Black,Petrol,Automatic,BMW,X6,2015,Nigerian Used,97542,
Abuja (FCT),4160000,Hyundai Sonata 2011 Gray,Petrol,Automatic,Hyundai,Sonata,2011,Nigerian Used,184251,2400
Abuja (FCT),2310000,Honda Accord 2008 Gray,Petrol,Automatic,Honda,Accord,2008,Nigerian Used,301809,2400
Lagos State,4935000,Nissan NP300 2014 White,Petrol,Manual,Nissan,NP300,2014,Nigerian Used,219216,24000
Lagos State,2730000,Mazda Tribute 2002 Green,Petrol,Automatic,Mazda,Tribute,2002,Foreign Used,158017,3000
Oyo State,1575000,Mercedes-Benz E320 2003 White,Petrol,Automatic,Mercedes-Benz,E320,2003,Nigerian Used,211671,3200
Rivers State,1575000,Honda Accord 2009 Red,Petrol,Manual,Honda,Accord,2009,Nigerian Used,150308,2000
Lagos State,3413812,Land Rover Range Rover Sport 2006 White,Petrol,Automatic,Land Rover,Range Rover Sport,2006,Nigerian Used,53710,4700
Ondo State,2362500,Toyota Camry 2010 Black,Petrol,Automatic,Toyota,Camry,2010,Nigerian Used,191611,2500
Abuja (FCT),1995000,Toyota RAV4 2005 Gold,Petrol,Automatic,Toyota,RAV4,2005,Foreign Used,164977,2000
Lagos State,5928000,Toyota Corolla 2012 Gray,Petrol,Automatic,Toyota,Corolla,2012,Foreign Used,340262,1800
Rivers State,5720000,Lexus ES 2009 Black,Petrol,Automatic,Lexus,ES,2009,Nigerian Used,110129,3500
Akwa Ibom State,2100000,Toyota Corolla Sedan 2003 Blue,Petrol,Automatic,Toyota,Corolla,2003,Nigerian Used,299999,1800
Lagos State,2310000,Honda Pilot 2009 Silver,Petrol,Automatic,Honda,Pilot,2009,Nigerian Used,143612,3500
Abuja (FCT),2415000,Honda Accord 2009 Blue,Petrol,Automatic,Honda,Accord,2009,Nigerian Used,174204,3500
Rivers State,1575000,Mercedes-Benz M Class ML 350 2005 Silver,Petrol,Automatic,Mercedes-Benz,M Class,2005,Nigerian Used,142314,3700
Abuja (FCT),2625000,Mercedes-Benz GL-Class GL 450 2008 Gray,Petrol,Automatic,Mercedes-Benz,GL-Class,2008,Nigerian Used,130490,4500
Abuja (FCT),2808000,Toyota Corolla 1.8 TS 2004 Gray,Petrol,Automatic,Toyota,Corolla,2004,Nigerian Used,277944,1800
Abuja (FCT),3465000,Honda Accord 2008 White,Petrol,Automatic,Honda,Accord,2008,Foreign Used,221621,3500
Abuja (FCT),1785000,Ford Focus 2002 Silver,Petrol,Manual,Ford,Focus,2002,Nigerian Used,302823,1800
Lagos State,2835000,Toyota RAV4 2008 Silver,Petrol,Automatic,Toyota,RAV4,2008,Nigerian Used,286589,2400
Lagos State,2100000,Toyota 4-Runner 2005 Black,Petrol,Automatic,Toyota,4-Runner,2005,Nigerian Used,278195,4000
Lagos State,1680000,Honda Pilot 2004 Silver,Petrol,Automatic,Honda,Pilot,2004,Nigerian Used,306447,3500
Abuja (FCT),7073714,Toyota Camry 2012 Red,Petrol,Automatic,Toyota,Camry,2012,Foreign Used,53583,2500
Lagos State,2152500,Volkswagen Golf 2008 Black,Petrol,Automatic,Volkswagen,Golf,2008,Nigerian Used,167186,2000
Akwa Ibom State,1575000,Honda Accord Sedan EX-L V-6 Automatic 2007 Black,Petrol,Automatic,Honda,Accord,2007,Nigerian Used,3000,
Abuja (FCT),3780000,Peugeot 307 2007 Black,Petrol,Automatic,Peugeot,307,2007,Foreign Used,204999,2000
Lagos State,2310000,Volkswagen Rabbit 2007 White,Petrol,Automatic,Volkswagen,Rabbit,2007,Nigerian Used,243060,2500
Oyo State,2100000,Kia Rio 2013 Black,Petrol,Manual,Kia,Rio,2013,Nigerian Used,131609,1200
Abuja (FCT),2835000,Mercedes-Benz C200 2001 Silver,Petrol,Automatic,Mercedes-Benz,C200,2001,Nigerian Used,2000,
Lagos State,2940000,Hyundai Sonata 2011 Black,Petrol,Automatic,Hyundai,Sonata,2011,Nigerian Used,142093,2000
Oyo State,2352000,Toyota Corolla 2008 Silver,Petrol,Automatic,Toyota,Corolla,2008,Nigerian Used,277020,1800
Lagos State,2625000,Mazda CX-9 2007 Gray,Petrol,Automatic,Mazda,CX-9,2007,Nigerian Used,123523,3800
Lagos State,1312500,Toyota Sienna 2000 Green,Petrol,Automatic,Toyota,Sienna,2000,Nigerian Used,1766651,3000
Oyo State,1575000,Mercedes-Benz C230 2005 White,Petrol,Automatic,Mercedes-Benz,C230,2005,Nigerian Used,2500,
Lagos State,3360000,Acura MDX 2007 Red,Petrol,Automatic,Acura,MDX,2007,Foreign Used,101800,3700
Rivers State,1050000,Nissan Altima 2.5 2004 Black,Petrol,Automatic,Nissan,Altima,2004,Nigerian Used,2500,
Lagos State,1764000,Lexus RX 300 1999 Black,Petrol,Automatic,Lexus,RX 300,1999,Nigerian Used,144673,3800
Lagos State,1575000,Chrysler Pacifica 2006 Silver,Petrol,Automatic,Chrysler,Pacifica,2006,Nigerian Used,193967,3500
Ondo State,3640000,Toyota Sienna XLE AWD (3.3L V6 5A) 2004 Silver,Petrol,Automatic,Toyota,Sienna,2004,Nigerian Used,329782,3300
Abuja (FCT),2467500,Honda Accord 2008 Gray,Petrol,Automatic,Honda,Accord,2008,Nigerian Used,332710,3500
Abuja (FCT),1365000,Honda Pilot 2003 Blue,Petrol,Automatic,Honda,Pilot,2003,Nigerian Used,264100,3500
Lagos State,2835000,Honda Odyssey 2.4 2WD 2011 Blue,Petrol,Automatic,Honda,Odyssey,2011,Nigerian Used,164791,3500
Ondo State,1365000,Mercedes-Benz M Class ML 320 2003 Black,Petrol,Automatic,Mercedes-Benz,M Class,2003,Nigerian Used,3200,
Abuja (FCT),2520000,Toyota Avalon 2008 Silver,Petrol,Automatic,Toyota,Avalon,2008,Nigerian Used,121110,3500
Abuja (FCT),3150000,Peugeot 307 2006 Silver,Petrol,Manual,Peugeot,307,2006,Foreign Used,337723,1800
Abuja (FCT),1470000,Peugeot 407 2007 Blue,Petrol,Automatic,Peugeot,407,2007,Nigerian Used,358985,2000
Lagos State,1470000,Opel Zafira 2000 Silver,Petrol,Manual,Opel,Zafira,2000,Nigerian Used,196740,1800
Lagos State,2423400,Toyota Camry 2008 Teal,Petrol,Automatic,Toyota,Camry,2008,Nigerian Used,215965,2400
Abuja (FCT),2912000,Honda Accord 2008 Black,Petrol,Automatic,Honda,Accord,2008,Nigerian Used,165529,2400
Abuja (FCT),2415000,Hyundai Santa Fe 2012 Gray,Petrol,Automatic,Hyundai,Santa Fe,2012,Nigerian Used,110446,2400
Lagos State,2730000,Honda Odyssey 2009 Blue,Petrol,Automatic,Honda,Odyssey,2009,Nigerian Used,123523,3800
Oyo State,1890000,Hyundai Santa Fe 2002 Silver,Petrol,Automatic,Hyundai,Santa Fe,2002,Nigerian Used,301632,2700
Lagos State,3150000,Mercedes-Benz GL-Class GL 450 2008 Silver,Petrol,Automatic,Mercedes-Benz,GL-Class,2008,Nigerian Used,356072,4700
Lagos State,5200000,Toyota Camry 2007 Blue,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,184944,3500
Ondo State,2912000,Mercedes-Benz C240 2005 Gray,Petrol,Automatic,Mercedes-Benz,C240,2005,Foreign Used,299261,2600
Lagos State,1560000,Honda Accord 2.0 Comfort Automatic 2005 Black,Petrol,Automatic,Honda,Accord,2005,Nigerian Used,222703,2400
Lagos State,2100000,Lexus RX 300 2002 Silver,Petrol,Automatic,Lexus,RX 300,2002,Nigerian Used,164433,3000
Lagos State,1365000,Ford F-150 2006 Gray,Petrol,Automatic,Ford,F-150,2006,Nigerian Used,187736,3000
Lagos State,5720000,Lexus GX 2005 Blue,Petrol,Automatic,Lexus,GX,2005,Nigerian Used,189911,4700
Lagos State,5250000,Lexus GX 2009 Silver,Petrol,Automatic,Lexus,GX,2009,Nigerian Used,29864,4700
Lagos State,5565000,Volkswagen Routan 2010 White,Petrol,Automatic,Volkswagen,Routan,2010,Foreign Used,261839,4000
Lagos State,3780000,Toyota RAV4 2010 Gold,Petrol,Automatic,Toyota,RAV4,2010,Nigerian Used,85493,2500
Abuja (FCT),1890000,Toyota Avalon 3.0 2000 Gray,Petrol,Automatic,Toyota,Avalon,2000,Nigerian Used,339773,3000
Abuja (FCT),4725000,Ford Fusion 2013 Blue,Petrol,Automatic,Ford,Fusion,2013,Foreign Used,166156,1600
Anambra State,1155000,Audi A4 1.8 T 2000 Blue,Petrol,Automatic,Audi,A4,2000,Nigerian Used,277160,1800
Abuja (FCT),1768000,Honda Accord 2005 Blue,Petrol,Automatic,Honda,Accord,2005,Nigerian Used,164256,164259
Lagos State,2730000,Toyota Camry 2007 Gold,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,69044,2400
Lagos State,1260000,Peugeot 407 2005 Gold,Petrol,Automatic,Peugeot,407,2005,Nigerian Used,117103,2000
Abuja (FCT),1872000,Honda CR-V 2003 Red,Petrol,Automatic,Honda,CR-V,2003,Nigerian Used,244109,2400
Lagos State,2417250,Toyota Camry 2009 Blue,Petrol,Automatic,Toyota,Camry,2009,Nigerian Used,110968,2400
Lagos State,9450000,Honda Crosstour 2015 Gray,Petrol,Automatic,Honda,Crosstour,2015,Foreign Used,185125,3500
Abuja (FCT),2940000,Kia Forte 2010 Gray,Petrol,Automatic,Kia,Forte,2010,Nigerian Used,71285,2000
Lagos State,2100000,Toyota 4-Runner 1999 Silver,Petrol,Automatic,Toyota,4-Runner,1999,Nigerian Used,335071,3400
Lagos State,1575000,Volkswagen Polo 2013 Silver,Petrol,Automatic,Volkswagen,Polo,2013,Nigerian Used,156479,1600
Abuja (FCT),2184000,Kia Sportage 2009 Black,Petrol,Automatic,Kia,Sportage,2009,Nigerian Used,197864,2000
Abuja (FCT),2600000,Toyota Sienna XLE 2001 Gold,Petrol,Automatic,Toyota,Sienna,2001,Nigerian Used,199250,3000
Lagos State,2310000,Nissan Armada 2004 Black,Petrol,Automatic,Nissan,Armada,2004,Nigerian Used,219465,5600
Lagos State,1260000,Infiniti G35 2003 Black,Petrol,Automatic,Infiniti,G35,2003,Nigerian Used,181219,3500
Abuja (FCT),3300000,Toyota Camry 2008 Gray,Petrol,Automatic,Toyota,Camry,2008,Nigerian Used,242970,2400
Abuja (FCT),1837500,Kia Forte 2010 Silver,Petrol,Automatic,Kia,Forte,2010,Nigerian Used,208321,2000
Lagos State,3150000,Audi Q7 2007 Black,Petrol,Automatic,Audi,Q7,2007,Nigerian Used,37604,3500
Oyo State,2835000,Toyota Camry 2008 Gold,Petrol,Automatic,Toyota,Camry,2008,Foreign Used,129942,2400
Abuja (FCT),3120000,Toyota Corolla 2006 Gray,Petrol,Automatic,Toyota,Corolla,2006,Nigerian Used,140275,1800
Lagos State,1890000,Nissan Almera 2006 Gray,Petrol,Automatic,Nissan,Almera,2006,Nigerian Used,228780,1800
Ondo State,1785000,Ford F-150 Heritage SuperCab 4x4 2004 Gray,Petrol,Automatic,Ford,F-150,2004,Nigerian Used,419875,5400
Lagos State,2835000,Toyota Camry 2007 Black,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,152909,2400
Abuja (FCT),2940000,Toyota Corolla 2009 Black,Petrol,Automatic,Toyota,Corolla,2009,Nigerian Used,286305,1800
Kaduna State,2205000,Honda Accord 2011 Silver,Petrol,Automatic,Honda,Accord,2011,Nigerian Used,232155,2400
Lagos State,22575000,Mercedes-Benz A-Class 2019 Gray,Petrol,Automatic,Mercedes-Benz,A-Class,2019,Foreign Used,36198,2000
Lagos State,3776850,Volkswagen Passat 2014 Black,Petrol,Automatic,Volkswagen,Passat,2014,Nigerian Used,58967,1800
Lagos State,1470000,Lexus ES 2000 Gray,Petrol,Automatic,Lexus,ES,2000,Nigerian Used,193812,3300
Lagos State,1491000,Acura MDX Sport Utility 2004 White,Petrol,Automatic,Acura,MDX,2004,Nigerian Used,173852,3500
Lagos State,1947748,Toyota Corolla 2007 Black,Petrol,Automatic,Toyota,Corolla,2007,Nigerian Used,124669,1800
Akwa Ibom State,3120000,Hyundai Accent GS 2012 Silver,Petrol,Automatic,Hyundai,Accent,2012,Nigerian Used,148360,1800
Rivers State,1365000,Infiniti G35 2003 Black,Petrol,Automatic,Infiniti,G35,2003,Nigerian Used,197345,3500
Lagos State,6247500,Toyota Camry 2012 Red,Petrol,Automatic,Toyota,Camry,2012,Foreign Used,221627,2500
Abuja (FCT),1963500,Toyota Camry 2003 Gray,Petrol,Automatic,Toyota,Camry,2003,Nigerian Used,129987,3300
Abuja (FCT),1785000,Honda Odyssey 2005 Blue,Petrol,Automatic,Honda,Odyssey,2005,Nigerian Used,238990,3500
Lagos State,2940000,Toyota RAV4 2006 Black,Petrol,Automatic,Toyota,RAV4,2006,Nigerian Used,195087,3500
Oyo State,1470000,Toyota Camry 2002 Blue,Petrol,Automatic,Toyota,Camry,2002,Nigerian Used,191102,2400
Abuja (FCT),1260000,Nissan Quest 2001 Gray,Petrol,Automatic,Nissan,Quest,2001,Nigerian Used,216569,3300
Abuja (FCT),2600000,Toyota Sienna XLE 2001 Gold,Petrol,Automatic,Toyota,Sienna,2001,Nigerian Used,199250,3000
Abuja (FCT),3300000,Toyota Camry 2008 Gray,Petrol,Automatic,Toyota,Camry,2008,Nigerian Used,242970,2400
Lagos State,2310000,Nissan Armada 2004 Black,Petrol,Automatic,Nissan,Armada,2004,Nigerian Used,219465,5600
Lagos State,2875950,Toyota RAV4 2006 Blue,Petrol,Automatic,Toyota,RAV4,2006,Nigerian Used,89799,2400
Abuja (FCT),2205000,Ford Edge 2008 Red,Petrol,Automatic,Ford,Edge,2008,Nigerian Used,129450,3500
Lagos State,1470000,Lexus ES 2000 Gray,Petrol,Automatic,Lexus,ES,2000,Nigerian Used,193812,3300
Abuja (FCT),3120000,Toyota Corolla 2006 Gray,Petrol,Automatic,Toyota,Corolla,2006,Nigerian Used,140275,1800
Abuja (FCT),1260000,Nissan Quest 2001 Gray,Petrol,Automatic,Nissan,Quest,2001,Nigerian Used,216569,3300
Lagos State,2835000,Toyota Camry 2007 Black,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,152909,2400
Abuja (FCT),1963500,Toyota Camry 2003 Gray,Petrol,Automatic,Toyota,Camry,2003,Nigerian Used,129987,3300
Abuja (FCT),2520000,Peugeot 206 2006 Silver,Petrol,Automatic,Peugeot,206,2006,Foreign Used,126725,1600
Lagos State,5720000,Lexus GX 2005 Blue,Petrol,Automatic,Lexus,GX,2005,Nigerian Used,189911,4700
Lagos State,3801000,Lexus RX 330 2006 Brown,Petrol,Automatic,Lexus,RX 330,2006,Nigerian Used,81399,3300
Kaduna State,2600000,Toyota Avalon 2005 Green,Petrol,Automatic,Toyota,Avalon,2005,Nigerian Used,392406,3000
Lagos State,1664000,Toyota Camry 2002 Blue,Petrol,Automatic,Toyota,Camry,2002,Nigerian Used,190835,3000
Abuja (FCT),2704000,Honda Accord 2009 Gray,Petrol,Automatic,Honda,Accord,2009,Nigerian Used,161769,2400
Ondo State,1365000,Toyota Camry 2002 Gold,Petrol,Automatic,Toyota,Camry,2002,Nigerian Used,486400,2400
Lagos State,2808000,Lexus ES 2003 White,Petrol,Automatic,Lexus,ES,2003,Nigerian Used,267654,3000
Lagos State,3801000,Lexus RX 330 2006 Brown,Petrol,Automatic,Lexus,RX 330,2006,Nigerian Used,81399,3300
Lagos State,3120000,Toyota Corolla 2006 Black,Petrol,Automatic,Toyota,Corolla,2006,Nigerian Used,482800,1800
Abuja (FCT),2520000,Peugeot 206 2006 Silver,Petrol,Automatic,Peugeot,206,2006,Foreign Used,126725,1600
Lagos State,3640000,Toyota Corolla 2009 Red,Petrol,Automatic,Toyota,Corolla,2009,Nigerian Used,304295,1800
Lagos State,9765000,Mercedes-Benz M Class 2012 White,Petrol,Automatic,Mercedes-Benz,M Class,2012,Foreign Used,151248,3500
Rivers State,1785000,Nissan Maxima SE 2006 Silver,Petrol,Automatic,Nissan,Maxima,2006,Nigerian Used,2323724,3500
Lagos State,5145000,Lexus GX 2008 Black,Petrol,Automatic,Lexus,GX,2008,Nigerian Used,158429,4700
Abuja (FCT),1995000,Toyota Camry 2004 Blue,Petrol,Automatic,Toyota,Camry,2004,Nigerian Used,255800,3000
Lagos State,10500000,Audi A4 2014 Black,Petrol,Automatic,Audi,A4,2014,Foreign Used,152781,2000
Abuja (FCT),1785000,Toyota Camry 2003 Silver,Petrol,Automatic,Toyota,Camry,2003,Nigerian Used,262342,2400
Imo State,7245000,Ford F-150 SuperCab 4x4 2009 Black,Petrol,Automatic,Ford,F-150,2009,Nigerian Used,155932,5400
Lagos State,1470000,Acura MDX 2005 Black,Petrol,Automatic,Acura,MDX,2005,Nigerian Used,431448,3500
Lagos State,4410000,Mercedes-Benz B-Class 2007 Gold,Petrol,Automatic,Mercedes-Benz,B-Class,2007,Nigerian Used,260181,2000
Lagos State,1627500,Toyota Camry 2003 Black,Petrol,Automatic,Toyota,Camry,2003,Nigerian Used,123525,2500
Oyo State,1365000,Honda Accord 2005 Black,Petrol,Automatic,Honda,Accord,2005,Nigerian Used,182828,2400
Abuja (FCT),2940000,Hyundai Grandeur 2008 Silver,Petrol,Automatic,Hyundai,Grandeur,2008,Nigerian Used,131534,3300
Lagos State,1680000,Toyota Camry 2004 Gold,Petrol,Automatic,Toyota,Camry,2004,Nigerian Used,228691,2400
Lagos State,5985000,Ford Escape 2015 Black,Petrol,CVT,Ford,Escape,2015,Nigerian Used,168493,2000
Abuja (FCT),3640000,Toyota Corolla 2010 Black,Petrol,Automatic,Toyota,Corolla,2010,Nigerian Used,197609,1800
Lagos State,15750000,Mercedes-Benz C250 2016 White,Petrol,Automatic,Mercedes-Benz,C250,2016,Foreign Used,44189,2000
Abuja (FCT),2100000,Peugeot 406 2001 Gray,Petrol,Manual,Peugeot,406,2001,Nigerian Used,999999,2000
Lagos State,2903250,Lexus IS 2006 Black,Petrol,Automatic,Lexus,IS,2006,Nigerian Used,271136,2500
Lagos State,1664000,Toyota Camry 2002 Blue,Petrol,Automatic,Toyota,Camry,2002,Nigerian Used,190835,3000
Ondo State,1260000,Mercedes-Benz C200 2001 Blue,Petrol,Automatic,Mercedes-Benz,C200,2001,Nigerian Used,225824,2000
Abuja (FCT),2940000,Mercedes-Benz M Class 2006 Silver,Petrol,Automatic,Mercedes-Benz,M Class,2006,Nigerian Used,302701,3500
Abuja (FCT),2600000,Toyota Camry 2002 Green,Petrol,Automatic,Toyota,Camry,2002,Nigerian Used,150526,2400
Abuja (FCT),2625000,Mercedes-Benz C300 2008 Silver,Petrol,Automatic,Mercedes-Benz,C300,2008,Nigerian Used,402303,3500
Abuja (FCT),1575000,Toyota Sequoia 2002 Black,Petrol,Automatic,Toyota,Sequoia,2002,Nigerian Used,272730,4700
Lagos State,3570000,Toyota Corolla 2010 Gray,Petrol,Automatic,Toyota,Corolla,2010,Nigerian Used,392172,1800
Lagos State,19032000,Toyota Land Cruiser Prado 2011 Black,Petrol,Automatic,Toyota,Land Cruiser Prado,2011,Nigerian Used,55246,2900
Lagos State,1837500,Honda Pilot 2008 Black,Petrol,Automatic,Honda,Pilot,2008,Nigerian Used,93961,3500
Lagos State,3045000,Toyota Camry 2007 Gray,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,118609,2400
Abuja (FCT),2100000,Toyota Avensis 2012 Black,Petrol,Automatic,Toyota,Avensis,2012,Nigerian Used,70274,2000
Kwara State,1050000,Volkswagen Golf 1994 Gray,Petrol,Manual,Volkswagen,Golf,1994,Nigerian Used,290279,1300
Lagos State,2600000,Toyota Camry 2004 Blue,Petrol,Automatic,Toyota,Camry,2004,Nigerian Used,284254,3000
Lagos State,8610000,Ford F-150 2010 Red,Petrol,Automatic,Ford,F-150,2010,Foreign Used,320625,5400
Abuja (FCT),1872000,Honda Accord 2006 Gray,Petrol,Automatic,Honda,Accord,2006,Nigerian Used,248902,3000
Abuja (FCT),2095800,Lexus RX 2001 Green,Petrol,Automatic,Lexus,RX,2001,Nigerian Used,222459,3500
Lagos State,2100000,Toyota Corolla 2003 Gray,Petrol,Automatic,Toyota,Corolla,2003,Nigerian Used,299999,1800
Oyo State,1365000,Honda Accord 2006 Black,Petrol,Automatic,Honda,Accord,2006,Nigerian Used,406495,2400
Abuja (FCT),2310000,Toyota Highlander 2003 Black,Petrol,Automatic,Toyota,Highlander,2003,Nigerian Used,144300,2400
Lagos State,1050000,Mazda MPV 2001 Gold,Petrol,Automatic,Mazda,MPV,2001,Nigerian Used,286612,2500
Lagos State,1050000,Mazda MPV 2001 Gold,Petrol,Automatic,Mazda,MPV,2001,Nigerian Used,286612,2500
Lagos State,15750000,Mercedes-Benz C250 2016 White,Petrol,Automatic,Mercedes-Benz,C250,2016,Foreign Used,44189,2000
Abuja (FCT),1768000,Toyota Camry 2002 Black,Petrol,Automatic,Toyota,Camry,2002,Nigerian Used,131182,3000
Lagos State,2808000,Toyota Corolla 1.4 D-4D Automatic 2007 Silver,Petrol,Automatic,Toyota,Corolla,2007,Nigerian Used,320818,1800
Abuja (FCT),2310000,Toyota Corolla 2005 Red,Petrol,Automatic,Toyota,Corolla,2005,Nigerian Used,299999,1800
Abuja (FCT),2095800,Lexus RX 2001 Green,Petrol,Automatic,Lexus,RX,2001,Nigerian Used,222459,3500
Lagos State,3570000,Toyota Corolla 2010 Blue,Petrol,Automatic,Toyota,Corolla,2010,Nigerian Used,305771,1800
Lagos State,2288000,Toyota Avensis 2008 Black,Petrol,Automatic,Toyota,Avensis,2008,Nigerian Used,160845,2000
Lagos State,3045000,Toyota Camry 2007 Gray,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,118609,2400
Abuja (FCT),1872000,Honda Accord 2006 Gray,Petrol,Automatic,Honda,Accord,2006,Nigerian Used,248902,3000
Abuja (FCT),2310000,Toyota Highlander 2003 Black,Petrol,Automatic,Toyota,Highlander,2003,Nigerian Used,144300,2400
Lagos State,1260000,Buick Rendezvous 2003 Black,Petrol,Automatic,Buick,Rendezvous,2003,Nigerian Used,3400,
Lagos State,2835000,BMW X3 2006 Black,Petrol,Automatic,BMW,X3,2006,Nigerian Used,197078,
Lagos State,2520000,Lexus IS 2006 Gray,Petrol,Automatic,Lexus,IS,2006,Nigerian Used,152153,3500
Abuja (FCT),1617000,Toyota Camry 2004 White,Petrol,Automatic,Toyota,Camry,2004,Nigerian Used,396074,2400
Lagos State,17325000,Mercedes-Benz GLA-Class 2018 Blue,Petrol,Automatic,Mercedes-Benz,GLA-Class,2018,Foreign Used,59014,2000
Abuja (FCT),2310000,Toyota Corolla 2005 Red,Petrol,Automatic,Toyota,Corolla,2005,Nigerian Used,299999,1800
Lagos State,1260000,Buick Rendezvous 2003 Black,Petrol,Automatic,Buick,Rendezvous,2003,Nigerian Used,3400,
Lagos State,2288000,Toyota Avensis 2008 Black,Petrol,Automatic,Toyota,Avensis,2008,Nigerian Used,160845,2000
Lagos State,3150000,Infiniti EX 2008 Black,Petrol,Automatic,Infiniti,EX,2008,Nigerian Used,3500,
Lagos State,1155000,Volvo S60 2002 Silver,Petrol,Automatic,Volvo,S60,2002,Nigerian Used,324181,2400
Akwa Ibom State,1365000,Hyundai I10 1.2 2009 Blue,Petrol,Manual,Hyundai,I10,2009,Nigerian Used,103151,1600
Lagos State,2310000,Toyota Corolla 2003 Silver,Petrol,Automatic,Toyota,Corolla,2003,Nigerian Used,73536,1800
Lagos State,2080000,Honda Accord 2007 Black,Petrol,Automatic,Honda,Accord,2007,Nigerian Used,126517,2400
Lagos State,4725000,BMW X6 2010 Black,Petrol,Automatic,BMW,X6,2010,Nigerian Used,44493,3000
Lagos State,1560000,Nissan Pathfinder 2001 Gray,Petrol,Automatic,Nissan,Pathfinder,2001,Nigerian Used,263571,3500
Lagos State,4725000,Toyota Sienna 2008 Gray,Petrol,Automatic,Toyota,Sienna,2008,Foreign Used,360244,3500
Delta State,2288000,Toyota Camry 2002 Green,Petrol,Automatic,Toyota,Camry,2002,Nigerian Used,487401,2400
