state,price,name,fuel_type,transmmision,make,model,year,condition,millage,engine_size
Lagos State,1365000,Hyundai Santa Fe 2005 Gray,Petrol,Automatic,Hyundai,Santa Fe,2005,Nigerian Used,284753,3500
Oyo State,3375000,Ford Focus 2013 Silver,Petrol,Automatic,Ford,Focus,2013,Nigerian Used,2000,
Lagos State,1050000,Nissan Xterra 2004 Gold,Petrol,Automatic,Nissan,Xterra,2004,Nigerian Used,267839,3300
Lagos State,3614625,Ford Edge 2007 Gold,Petrol,Automatic,Ford,Edge,2007,Foreign Used,287865,3500
Lagos State,1785000,Volvo V40 1996 Purple,Petrol,Manual,Volvo,V40,1996,Nigerian Used,268332,1700
Abuja (FCT),1260000,Peugeot 406 2008 Silver,Petrol,Manual,Peugeot,406,2008,Nigerian Used,1800,
Lagos State,1995000,Honda City 2009 Blue,Petrol,Automatic,Honda,City,2009,Nigerian Used,174436,1500
Lagos State,2100000,Hyundai I10 2015 Black,Petrol,Manual,Hyundai,I10,2015,Nigerian Used,15093,1200
Lagos State,1890000,Toyota Matrix 2006 Gray,Petrol,Automatic,Toyota,Matrix,2006,Nigerian Used,357975,2500
Lagos State,1680000,Honda City 2012 Black,Petrol,Manual,Honda,City,2012,Nigerian Used,265811,1600
Lagos State,2600000,Toyota Camry 2004 Green,Petrol,Automatic,Toyota,Camry,2004,Nigerian Used,271069,2400
Lagos State,1638000,Mercedes-Benz C230 2006 Silver,Petrol,Automatic,Mercedes-Benz,C230,2006,Nigerian Used,518887,3000
Ondo State,5460000,Toyota Venza V6 2009 Blue,Petrol,Automatic,Toyota,Venza,2009,Nigerian Used,216032,3500
Kaduna State,1912500,Peugeot 307 2005 Blue,Petrol,Automatic,Peugeot,307,2005,Nigerian Used,180819,2000
Lagos State,3360000,Kia Rio 2015 Blue,Petrol,Automatic,Kia,Rio,2015,Nigerian Used,115926,1400
Oyo State,2700000,Toyota Corolla 2003 Silver,Petrol,Automatic,Toyota,Corolla,2003,Nigerian Used,246760,1800
Abuja (FCT),1732500,Honda Civic 2006 Silver,Petrol,Automatic,Honda,Civic,2006,Nigerian Used,319665,1800
Lagos State,3640000,Toyota RAV4 2008 Black,Petrol,Automatic,Toyota,RAV4,2008,Nigerian Used,92389,3500
Ogun State,1470000,Kia Sedona 2006 Blue,Petrol,Automatic,Kia,Sedona,2006,Nigerian Used,232963,3500
Abuja (FCT),8775000,Lexus RX 350 2010 White,Petrol,Automatic,Lexus,RX,2010,Nigerian Used,256144,3500
Lagos State,2080000,Honda CR-V 2005 Black,Petrol,Automatic,Honda,CR-V,2005,Nigerian Used,247482,2408
Oyo State,1680000,Nissan Almera 2004 Blue,Petrol,Manual,Nissan,Almera,2004,Nigerian Used,181439,1800
Lagos State,9900000,Toyota Hilux 2.0 VVT-i SRX 2012 Black,Petrol,Automatic,Toyota,Hilux,2012,Nigerian Used,189062,2700
Lagos State,2730000,Toyota Wish 2003 Gray,Petrol,Automatic,Toyota,Wish,2003,Nigerian Used,248896,1800
Lagos State,8437500,Toyota Avalon 2013 Silver,Petrol,Automatic,Toyota,Avalon,2013,Nigerian Used,181713,3500
Abuja (FCT),1560000,Honda Civic 2004 Silver,Petrol,Automatic,Honda,Civic,2004,Nigerian Used,409221,1600
Lagos State,2415000,Toyota Corolla 2008 Silver,Petrol,Automatic,Toyota,Corolla,2008,Nigerian Used,186111,1800
Lagos State,4515000,Lexus RX 350 2009 Black,Petrol,Automatic,Lexus,RX 350,2009,Nigerian Used,263112,3500
Lagos State,3360000,Toyota Camry 2010 Gray,Petrol,Automatic,Toyota,Camry,2010,Nigerian Used,132040,2400
Ogun State,2475000,Volkswagen Passat 1999 Red,Petrol,Manual,Volkswagen,Passat,1999,Foreign Used,218535,1800
Lagos State,1612000,Honda Odyssey 2.3 2WD 2003 Blue,Petrol,Automatic,Honda,Odyssey,2003,Nigerian Used,208561,3000
Oyo State,7875000,Mercedes-Benz C300 2012 Black,Petrol,Automatic,Mercedes-Benz,C300,2012,Nigerian Used,177411,3000
Abuja (FCT),4357500,Honda Civic 2012 Gray,Petrol,Automatic,Honda,Civic,2012,Foreign Used,132977,1800
Lagos State,6032000,Toyota Camry 2014 Blue,Petrol,Automatic,Toyota,Camry,2014,Nigerian Used,104686,2500
Lagos State,5040000,Toyota Camry 2012 Red,Petrol,Automatic,Toyota,Camry,2012,Nigerian Used,229559,2500
Lagos State,1050000,Volkswagen Golf 2005 Blue,Petrol,Automatic,Volkswagen,Golf,2005,Nigerian Used,217380,2000
Oyo State,2137500,Toyota Camry 2003 Black,Petrol,Automatic,Toyota,Camry,2003,Nigerian Used,212240,2400
Lagos State,2625000,Toyota Camry 2007 Gray,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,122390,2400
Lagos State,5628000,Lexus RX 330 2004 Blue,Petrol,Automatic,Lexus,RX 330,2004,Foreign Used,165023,3300
Lagos State,1470000,Toyota Corolla 2006 Black,Petrol,Automatic,Toyota,Corolla,2006,Nigerian Used,299999,1800
Lagos State,2553750,Mazda CX-9 2008 Red,Petrol,Automatic,Mazda,CX-9,2008,Nigerian Used,223445,3700
Lagos State,1260000,Nissan Almera 2015 Black,Petrol,Manual,Nissan,Almera,2015,Nigerian Used,181539,1500
Lagos State,3150000,Toyota Camry 2007 Gold,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,246304,2400
Abuja (FCT),1155000,Toyota Camry 2002 Red,Petrol,Automatic,Toyota,Camry,2002,Nigerian Used,98493,2400
Oyo State,1785000,Audi A4 2005 Red,Petrol,Automatic,Audi,A4,2005,Nigerian Used,227023,3000
Abuja (FCT),5040000,Mercedes-Benz C300 2008 Silver,Petrol,Automatic,Mercedes-Benz,C300,2008,Foreign Used,128679,3000
Abuja (FCT),2320500,Pontiac Vibe 2006 Black,Petrol,Automatic,Pontiac,Vibe,2006,Nigerian Used,152724,1800
Abuja (FCT),2310000,Honda City 2009 Red,Petrol,Automatic,Honda,City,2009,Nigerian Used,245413,1600
Lagos State,1365000,Honda City 2009 Black,Petrol,Manual,Honda,City,2009,Nigerian Used,87597,1500
Lagos State,1575000,Honda Pilot 2005 Green,Petrol,Automatic,Honda,Pilot,2005,Nigerian Used,139614,3500
Abuja (FCT),1575000,Volvo S80 2003 Blue,Petrol,Automatic,Volvo,S80,2003,Nigerian Used,57337,2400
Lagos State,1050000,Honda Accord 2005 Silver,Petrol,Automatic,Honda,Accord,2005,Nigerian Used,74488,3000
Abuja (FCT),6693750,Mercedes-Benz GLK-Class 2012 Gray,Petrol,Automatic,Mercedes-Benz,GLK-Class,2012,Nigerian Used,217993,3500
Abuja (FCT),10996875,Mercedes-Benz M Class 2013 Silver,Petrol,Automatic,Mercedes-Benz,M Class,2013,Nigerian Used,55694,4600
Delta State,2160000,Toyota Camry 2005 Silver,Petrol,Automatic,Toyota,Camry,2005,Nigerian Used,228762,3000
Abuja (FCT),1560000,Toyota Camry 2000 Black,Petrol,Automatic,Toyota,Camry,2000,Nigerian Used,293060,2200
Lagos State,3150000,Honda Civic 2008 Gray,Petrol,Manual,Honda,Civic,2008,Nigerian Used,260950,1800
Lagos State,1050000,Honda Accord 2005 Silver,Petrol,Automatic,Honda,Accord,2005,Nigerian Used,303321,2400
Rivers State,2250000,Toyota Camry 2002 Blue,Petrol,Automatic,Toyota,Camry,2002,Nigerian Used,330350,2400
Lagos State,1554000,Honda Accord 2007 Gray,Petrol,Automatic,Honda,Accord,2007,Nigerian Used,243931,2400
Lagos State,1800000,Ford Escape 2008 Blue,Petrol,Automatic,Ford,Escape,2008,Nigerian Used,260202,2300
Lagos State,1575000,Mercedes-Benz S-Class 2001 Black,Petrol,Automatic,Mercedes-Benz,S-Class,2001,Nigerian Used,299400,3000
Lagos State,2730000,Toyota Yaris 2006 Gray,Petrol,Automatic,Toyota,Yaris,2006,Foreign Used,316948,1600
Lagos State,1260000,Toyota Camry 2002 Gray,Petrol,Automatic,Toyota,Camry,2002,Nigerian Used,189364,3000
Lagos State,2415000,Honda Accord 2008 Gray,Petrol,Automatic,Honda,Accord,2008,Nigerian Used,123536,3500
Rivers State,2016000,Toyota Camry 2005 Gray,Petrol,Automatic,Toyota,Camry,2005,Nigerian Used,206879,3000
Lagos State,1207500,Honda Accord Sedan LX V6 Automatic 2005 Silver,Petrol,Automatic,Honda,Accord,2005,Nigerian Used,285041,3000
Lagos State,2625000,Nissan Altima 2011 Silver,Petrol,Automatic,Nissan,Altima,2011,Nigerian Used,255947,2500
Abuja (FCT),1050000,Nissan Altima 2005 White,Petrol,Automatic,Nissan,Altima,2005,Nigerian Used,217679,2500
Abuja (FCT),4275000,Hyundai Ix35 2012 Blue,Petrol,Automatic,Hyundai,Ix35,2012,Nigerian Used,155474,2400
Lagos State,1396500,Honda Civic 2007 Blue,Petrol,Automatic,Honda,Civic,2007,Nigerian Used,155338,1800
Abuja (FCT),1092000,Toyota Camry 1999 Gold,Petrol,Automatic,Toyota,Camry,1999,Nigerian Used,275680,2200
Lagos State,2425500,Toyota Camry 2007 Black,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,140907,2400
Lagos State,2925000,Mercedes-Benz M Class 2008 Off white,Petrol,Automatic,Mercedes-Benz,M Class,2008,Nigerian Used,334173,3500
Kwara State,1687500,Toyota Camry 1997 Gray,Petrol,Automatic,Toyota,Camry,1997,Nigerian Used,327996,2200
Lagos State,1575000,Volkswagen Jetta 2007 Black,Petrol,Automatic,Volkswagen,Jetta,2007,Nigerian Used,278541,2500
Lagos State,2812500,Honda Accord Crosstour 2010 Red,Petrol,Automatic,Honda,Accord Crosstour,2010,Nigerian Used,158632,3500
Lagos State,1680000,Kia Sorento 2008 Gray,Petrol,Automatic,Kia,Sorento,2008,Nigerian Used,284127,3500
Lagos State,1785000,Mercedes-Benz A-Class 2005 Silver,Petrol,Manual,Mercedes-Benz,A-Class,2005,Nigerian Used,201398,1500
Lagos State,2100000,Honda Pilot 2008 Black,Petrol,Automatic,Honda,Pilot,2008,Nigerian Used,113047,3800
Lagos State,1365000,Honda Civic 2006 Gray,Petrol,Automatic,Honda,Civic,2006,Nigerian Used,215011,1800
Lagos State,1995000,Toyota Yaris 2007 Gray,Petrol,Manual,Toyota,Yaris,2007,Nigerian Used,134292,1000
Lagos State,2272500,Honda Pilot 2006 Brown,Petrol,Automatic,Honda,Pilot,2006,Nigerian Used,145057,3000
Lagos State,2520000,Lexus IS 2007 Black,Petrol,Automatic,Lexus,IS,2007,Nigerian Used,107289,2500
Lagos State,1867500,Toyota Sequoia 2003 Gray,Petrol,Automatic,Toyota,Sequoia,2003,Nigerian Used,256485,4700
Lagos State,3600000,Toyota Camry 2007 Red,Hybrid,Automatic,Toyota,Camry,2007,Nigerian Used,155519,2400
Lagos State,1912500,Honda Pilot 2006 Green,Petrol,Automatic,Honda,Pilot,2006,Nigerian Used,174985,2400
Akwa Ibom State,3262500,Toyota Sienna LE & 1 hatch 2000 Brown,Petrol,Automatic,Toyota,Sienna,2000,Foreign Used,302994,3000
Ondo State,840000,Honda Odyssey 1996 Blue,Petrol,Automatic,Honda,Odyssey,1996,Nigerian Used,295938,2200
Lagos State,2981250,Lexus ES 2003 Green,Petrol,Automatic,Lexus,ES,2003,Nigerian Used,290991,3000
Lagos State,3150000,BMW 7 Series 2005 Black,Petrol,Automatic,BMW,7 Series,2005,Nigerian Used,4400,
Lagos State,1785000,Mercedes-Benz C180 2005 Silver,Petrol,Automatic,Mercedes-Benz,C180,2005,Nigerian Used,2000,
Lagos State,2812500,Ford Edge 2013 Blue,Petrol,Automatic,Ford,Edge,2013,Nigerian Used,127563,3500
Ondo State,7875000,Lexus RX 330 2004 Black,Petrol,Automatic,Lexus,RX 330,2004,Foreign Used,333590,3300
Lagos State,1800000,Toyota RAV4 Automatic 2003 Gold,Petrol,Automatic,Toyota,RAV4,2003,Nigerian Used,210081,2000
Abuja (FCT),1050000,Toyota Camry 1999 Green,Petrol,Automatic,Toyota,Camry,1999,Nigerian Used,336387,2200
Abuja (FCT),3251250,Toyota Camry 2009 Silver,Petrol,Automatic,Toyota,Camry,2009,Nigerian Used,251971,3500
Oyo State,2812500,Toyota Corolla 2010 Silver,Petrol,Automatic,Toyota,Corolla,2010,Nigerian Used,193994,1800
Abuja (FCT),2137500,Mercedes-Benz C230 2007 White,Petrol,Automatic,Mercedes-Benz,C230,2007,Nigerian Used,218191,2500
Lagos State,6750000,Nissan Sentra 2019 Gray,Petrol,Automatic,Nissan,Sentra,2019,Foreign Used,48899,1800
Lagos State,2625000,Toyota Corolla 2008 Black,Petrol,Automatic,Toyota,Corolla,2008,Nigerian Used,74800,1800
Abuja (FCT),6750000,Toyota Venza 2009 Black,Petrol,Automatic,Toyota,Venza,2009,Nigerian Used,75127,3500
Lagos State,2025000,Toyota Camry 2002 Red,Petrol,Automatic,Toyota,Camry,2002,Nigerian Used,262172,3000
Lagos State,2137500,Ford Edge 2007 Off white,Petrol,Automatic,Ford,Edge,2007,Nigerian Used,296509,3500
Rivers State,2812500,Mazda CX-9 Sport AWD 2008 White,Petrol,Automatic,Mazda,CX-9,2008,Nigerian Used,309273,3700
Lagos State,1716000,Honda Accord 2005 Gray,Petrol,Automatic,Honda,Accord,2005,Nigerian Used,218882,2400
Lagos State,6412500,Nissan Murano 2013 Gray,Petrol,CVT,Nissan,Murano,2013,Foreign Used,139858,3500
Abuja (FCT),2925000,Toyota Camry 2007 Green,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,372175,2400
Lagos State,1305000,Nissan Murano 2004 Black,Petrol,Automatic,Nissan,Murano,2004,Nigerian Used,78857,3500
Abuja (FCT),2639250,Ford Edge 2008 Red,Petrol,Automatic,Ford,Edge,2008,Nigerian Used,372824,3500
Lagos State,1050000,Volkswagen Jetta 2007 Gray,Petrol,Automatic,Volkswagen,Jetta,2007,Nigerian Used,2000,
Lagos State,1102500,Nissan Altima 2.5 SL 2005 Gray,Petrol,Automatic,Nissan,Altima,2005,Nigerian Used,562134,2500
Rivers State,3375000,Lexus ES 2005 White,Petrol,Automatic,Lexus,ES,2005,Nigerian Used,118608,3300
Rivers State,7875000,Toyota Highlander 2009 Gray,Petrol,Automatic,Toyota,Highlander,2009,Nigerian Used,76363,3500
Lagos State,3600000,Ford Explorer 2006 Black,Petrol,Automatic,Ford,Explorer,2006,Nigerian Used,90868,4600
Lagos State,2835000,Toyota Highlander Limited V6 4x4 2004 Blue,Petrol,Automatic,Toyota,Highlander,2004,Nigerian Used,208644,3300
Lagos State,1237500,Toyota Sienna 1998 Gray,Petrol,Automatic,Toyota,Sienna,1998,Nigerian Used,445062,3000
Abuja (FCT),3375000,Honda Accord Sedan EX Automatic 2010 Gray,Petrol,Automatic,Honda,Accord,2010,Nigerian Used,453059,2400
Abuja (FCT),5962500,Toyota RAV4 2011 Gray,Petrol,Automatic,Toyota,RAV4,2011,Nigerian Used,106869,2500
Lagos State,1687500,Mazda MPV 2000 Green,Petrol,Automatic,Mazda,MPV,2000,Nigerian Used,183675,2500
Lagos State,2700000,Toyota Corolla 2007 Black,Petrol,Automatic,Toyota,Corolla,2007,Nigerian Used,299999,1800
Oyo State,1912500,Volkswagen Golf 1999 Silver,Petrol,Manual,Volkswagen,Golf,1999,Foreign Used,189999,1400
Rivers State,7875000,Mercedes-Benz C300 2013 Gray,Petrol,Automatic,Mercedes-Benz,C300,2013,Nigerian Used,128913,3500
Rivers State,2475000,Toyota Camry 2007 Black,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,173090,2400
Abuja (FCT),3037500,Volkswagen Passat 2009 Black,Petrol,Automatic,Volkswagen,Passat,2009,Nigerian Used,147462,2000
Abuja (FCT),5062500,BMW X5 2007 White,Petrol,Automatic,BMW,X5,2007,Nigerian Used,262145,3000
Lagos State,1125000,Volkswagen Passat 2004 Burgandy,Petrol,Automatic,Volkswagen,Passat,2004,Nigerian Used,127208,2000
Kwara State,3375000,Honda Pilot 2007 Green,Petrol,Automatic,Honda,Pilot,2007,Nigerian Used,166796,3500
Lagos State,3262500,Kia Cerato 2014 Blue,Petrol,Automatic,Kia,Cerato,2014,Nigerian Used,97816,1600
Abuja (FCT),3487500,Toyota Corolla 2010 Blue,Petrol,Automatic,Toyota,Corolla,2010,Nigerian Used,157015,1800
Kaduna State,2700000,Pontiac G5 2007 Silver,Petrol,Automatic,Pontiac,G5,2007,Nigerian Used,166572,16000
Oyo State,2812500,Toyota Camry 2004 Gray,Petrol,Automatic,Toyota,Camry,2004,Nigerian Used,244105,2400
Lagos State,3937500,Ford Explorer 2011 White,Petrol,Automatic,Ford,Explorer,2011,Nigerian Used,97944,3500
Rivers State,2940000,Toyota Corolla 2009 Blue,Petrol,Automatic,Toyota,Corolla,2009,Nigerian Used,181498,1800
Lagos State,1350000,Nissan Sentra 2007 White,Petrol,Automatic,Nissan,Sentra,2007,Nigerian Used,39248,2000
Lagos State,1522500,Toyota Camry 1997 Green,Petrol,Automatic,Toyota,Camry,1997,Nigerian Used,2200,
Abuja (FCT),3825000,Honda Pilot 2009 Gray,Petrol,Automatic,Honda,Pilot,2009,Nigerian Used,142009,3500
Akwa Ibom State,3375000,Toyota Camry 2009 Red,Petrol,Automatic,Toyota,Camry,2009,Nigerian Used,264424,2400
Lagos State,945000,Peugeot 407 1.8 2003 Gray,Petrol,Manual,Peugeot,407,2003,Nigerian Used,2000,
Lagos State,997500,Kia Sportage 2006 Black,Petrol,Manual,Kia,Sportage,2006,Nigerian Used,97607,2000
Lagos State,2812500,Nissan Almera 2013 Red,Petrol,Automatic,Nissan,Almera,2013,Nigerian Used,188275,1400
Kwara State,945000,Peugeot 406 2008 Blue,Petrol,Manual,Peugeot,406,2008,Nigerian Used,372258,2000
Kwara State,945000,Peugeot 406 2008 Blue,Petrol,Manual,Peugeot,406,2008,Nigerian Used,372258,2000
Lagos State,1365000,Honda Civic 2005 Black,Petrol,Automatic,Honda,Civic,2005,Nigerian Used,17000,
Ondo State,2475000,Toyota Camry 2002 Silver,Petrol,Automatic,Toyota,Camry,2002,Nigerian Used,352596,3000
Akwa Ibom State,3375000,Toyota Camry 2009 Red,Petrol,Automatic,Toyota,Camry,2009,Nigerian Used,264424,2400
Lagos State,4500000,Lexus RX 2010 Silver,Petrol,Automatic,Lexus,RX,2010,Nigerian Used,211868,3300
Oyo State,8437500,Toyota Highlander 2009 Black,Petrol,Automatic,Toyota,Highlander,2009,Nigerian Used,130729,3500
Lagos State,1932000,Toyota Camry 2003 Blue,Petrol,Automatic,Toyota,Camry,2003,Nigerian Used,201235,2400
Abuja (FCT),1012500,Dodge Caravan 2002 Silver,Petrol,Automatic,Dodge,Caravan,2002,Nigerian Used,259551,3300
Akwa Ibom State,5625000,Toyota Corolla 2010 Gray,Petrol,Automatic,Toyota,Corolla,2010,Nigerian Used,187154,1800
Abuja (FCT),3375000,Lincoln Navigator 2006 Silver,Petrol,Automatic,Lincoln,Navigator,2006,Foreign Used,121209,5400
Lagos State,13500000,Nissan Rogue S AWD 2016 Gray,Petrol,Automatic,Nissan,Rogue,2016,Nigerian Used,78600,2500
Abuja (FCT),945000,Land Rover Freelander 2002 Silver,Petrol,Manual,Land Rover,Freelander,2002,Nigerian Used,211445,1800
Lagos State,840000,Ford Maverick 2002 Green,Petrol,Automatic,Ford,Maverick,2002,Nigerian Used,236642,2500
Lagos State,4162500,Hyundai Accent 2006 Blue,Petrol,Automatic,Hyundai,Accent,2006,Nigerian Used,165901,1800
Lagos State,1462500,Honda Accord 2005 Gray,Petrol,Automatic,Honda,Accord,2005,Nigerian Used,320191,3000
Abuja (FCT),2205000,Toyota Corolla 2004 Silver,Petrol,Automatic,Toyota,Corolla,2004,Nigerian Used,334339,1800
Oyo State,997500,Honda Accord 2003 Gray,Petrol,Automatic,Honda,Accord,2003,Nigerian Used,463451,2400
Ogun State,945000,Peugeot 406 2008 Silver,Petrol,Manual,Peugeot,406,2008,Nigerian Used,242567,2200
Lagos State,3937500,Foton Tunland 2013 Blue,Petrol,Manual,Foton,Tunland,2013,Nigerian Used,53323,2000
Lagos State,2250000,Nissan Almera 2006 Silver,Petrol,Automatic,Nissan,Almera,2006,Nigerian Used,209878,2800
Abuja (FCT),945000,Renault Clio 2003 Silver,Petrol,Manual,Renault,Clio,2003,Nigerian Used,118213,1200
Akwa Ibom State,6975000,Toyota Camry 2014 Red,Petrol,Automatic,Toyota,Camry,2014,Nigerian Used,89668,2400
Akwa Ibom State,3600000,Toyota Camry 2007 Black,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,267619,2400
Anambra State,3375000,Toyota RAV4 200 4X4 2008 Black,Petrol,Automatic,Toyota,RAV4,2008,Nigerian Used,396937,2400
Oyo State,892500,Toyota Camry 1996 Gold,Petrol,Automatic,Toyota,Camry,1996,Nigerian Used,387191,2200
Lagos State,988573,Nissan Almera 2004 Red,Petrol,Automatic,Nissan,Almera,2004,Nigerian Used,92690,2500
Abuja (FCT),945000,Peugeot 406 2000 Blue,Petrol,Manual,Peugeot,406,2000,Nigerian Used,188777,2000
Lagos State,11250000,Lexus RX 350 2011 Black,Petrol,Automatic,Lexus,RX 350,2011,Nigerian Used,202162,3500
Abuja (FCT),1023750,Toyota Camry 1999 Blue,Petrol,Automatic,Toyota,Camry,1999,Nigerian Used,445133,2200
Lagos State,5580000,Ford Edge 2012 White,Petrol,Automatic,Ford,Edge,2012,Foreign Used,221096,3500
Lagos State,5580000,Ford Edge 2012 White,Petrol,Automatic,Ford,Edge,2012,Foreign Used,221096,3500
Lagos State,11812500,Mercedes-Benz M Class ML 350 4Matic 2013 Gray,Petrol,Automatic,Mercedes-Benz,M Class,2013,Nigerian Used,96482,3500
Lagos State,2025000,Toyota Avensis 2005 Gray,Petrol,Automatic,Toyota,Avensis,2005,Nigerian Used,194743,2000
Oyo State,1687500,Honda CR-V 2001 Gold,Petrol,Automatic,Honda,CR-V,2001,Nigerian Used,280244,2000
Ogun State,1968750,Opel Zafira 2001 Silver,Petrol,Manual,Opel,Zafira,2001,Nigerian Used,222765,2200
Lagos State,2362500,Toyota Highlander 2002 Red,Petrol,Automatic,Toyota,Highlander,2002,Nigerian Used,272041,3000
Lagos State,945000,Volkswagen Golf 1997 Blue,Petrol,Manual,Volkswagen,Golf,1997,Nigerian Used,2798,1800
Lagos State,6750000,Toyota Tacoma 2007 Blue,Petrol,Automatic,Toyota,Tacoma,2007,Foreign Used,253025,2700
Kwara State,630000,Mazda 323 1992 Green,Petrol,Manual,Mazda,323,1992,Foreign Used,716159,1600
Abuja (FCT),892500,Peugeot 307 2008 Black,Petrol,Manual,Peugeot,307,2008,Nigerian Used,308177,2000
Ondo State,2700000,Toyota Corolla 2010 Silver,Petrol,Automatic,Toyota,Corolla,2010,Nigerian Used,201778,1800
Lagos State,2925000,Toyota Corolla 2006 Blue,Petrol,Automatic,Toyota,Corolla,2006,Nigerian Used,358794,1800
Lagos State,3155625,Toyota Sienna 2007 Gold,Petrol,Automatic,Toyota,Sienna,2007,Nigerian Used,297354,3500
Lagos State,6834375,Land Rover Range Rover Sport 2012 Brown,Petrol,Automatic,Land Rover,Range Rover Sport,2012,Nigerian Used,75633,5000
Ogun State,698250,Honda Accord 1996 Green,Petrol,Automatic,Honda,Accord,1996,Nigerian Used,356462,2000
Lagos State,2025000,Toyota Avensis 2005 Gray,Petrol,Automatic,Toyota,Avensis,2005,Nigerian Used,194743,2000
Lagos State,2205000,Toyota Camry 2005 Black,Petrol,Automatic,Toyota,Camry,2005,Nigerian Used,112374,2400
Rivers State,2812500,Toyota Sienna LE FWD (3.3L V6 5A) 2004 Gray,Petrol,Automatic,Toyota,Sienna,2004,Nigerian Used,301491,3300
Lagos State,3155625,Toyota Sienna 2007 Gold,Petrol,Automatic,Toyota,Sienna,2007,Nigerian Used,297354,3500
Lagos State,2868750,Toyota Highlander 2004 Gray,Petrol,Automatic,Toyota,Highlander,2004,Nigerian Used,117980,3300
Oyo State,840000,Honda Accord 2000 Silver,Petrol,Automatic,Honda,Accord,2000,Nigerian Used,245339,2300
Abuja (FCT),3346875,Toyota Corolla 2009 Gray,Petrol,Automatic,Toyota,Corolla,2009,Nigerian Used,221487,1800
Lagos State,22500000,Lexus GX 2011 Black,Petrol,Automatic,Lexus,GX,2011,Foreign Used,105484,4600
Lagos State,12037500,Toyota Sienna 2015 Red,Petrol,Automatic,Toyota,Sienna,2015,Nigerian Used,153709,3500
Lagos State,1710000,Nissan Pathfinder 2008 Black,Petrol,Automatic,Nissan,Pathfinder,2008,Nigerian Used,57981,5600
Lagos State,6834375,Land Rover Range Rover Sport 2012 Brown,Petrol,Automatic,Land Rover,Range Rover Sport,2012,Nigerian Used,75633,5000
Lagos State,2925000,Toyota Corolla 2007 Silver,Petrol,Automatic,Toyota,Corolla,2007,Nigerian Used,476358,1800
Lagos State,871500,Hyundai Tiburon FX 1997 Red,Petrol,Automatic,Hyundai,Tiburon,1997,Nigerian Used,155323,2400
Abuja (FCT),5287500,Toyota Sienna 2006 White,Petrol,Automatic,Toyota,Sienna,2006,Foreign Used,271985,3300
Lagos State,735000,Kia Rio 1.4 2007 Silver,Petrol,Manual,Kia,Rio,2007,Nigerian Used,298650,1400
Lagos State,735000,Kia Rio 1.4 2007 Silver,Petrol,Manual,Kia,Rio,2007,Nigerian Used,298650,1400
Abuja (FCT),7312500,Mercedes-Benz C300 2012 Black,Petrol,Automatic,Mercedes-Benz,C300,2012,Nigerian Used,154368,3000
Ogun State,956250,Ford Escape 2001 Black,Petrol,Automatic,Ford,Escape,2001,Nigerian Used,287869,3000
Lagos State,5400000,Lexus ES 2011 Black,Petrol,Automatic,Lexus,ES,2011,Nigerian Used,124046,3500
Lagos State,2925000,Toyota Sienna CE FWD 2007 Red,Petrol,Automatic,Toyota,Sienna,2007,Nigerian Used,199686,3500
Abuja (FCT),3150000,Toyota Camry 2004 Gold,Petrol,Automatic,Toyota,Camry,2004,Nigerian Used,157277,2400
Lagos State,4162500,Lexus ES 350 2008 Black,Petrol,Automatic,Lexus,ES,2008,Nigerian Used,96144,3500
Abuja (FCT),5962500,Lexus RX 350 2009 Brown,Petrol,Automatic,Lexus,RX 350,2009,Nigerian Used,164400,3500
Lagos State,3330000,Toyota RAV4 2007 Blue,Petrol,Automatic,Toyota,RAV4,2007,Nigerian Used,157766,2500
Lagos State,1597500,Honda Pilot 2003 Gray,Petrol,Automatic,Honda,Pilot,2003,Nigerian Used,183894,3500
Lagos State,2700000,Toyota Corolla 2005 Black,Petrol,Automatic,Toyota,Corolla,2005,Nigerian Used,290495,1800
Lagos State,997500,Toyota Camry 1997 Red,Petrol,Automatic,Toyota,Camry,1997,Nigerian Used,251520,2200
Ogun State,9562500,Lexus RX 350 2010 Silver,Petrol,Automatic,Lexus,RX 350,2010,Nigerian Used,120929,3500
Abuja (FCT),2587500,Lexus GS 2001 Gold,Petrol,Automatic,Lexus,GS,2001,Nigerian Used,299085,3000
Lagos State,675000,Mitsubishi Lancer 2006 Silver,Petrol,Manual,Mitsubishi,Lancer,2006,Nigerian Used,123528,1800
Abuja (FCT),2587500,Lexus GS 2001 Gold,Petrol,Automatic,Lexus,GS,2001,Nigerian Used,299085,3000
Lagos State,1856250,Honda Odyssey 2005 Red,Petrol,Automatic,Honda,Odyssey,2005,Nigerian Used,190829,3500
Lagos State,4162500,Toyota Corolla 2009 Black,Petrol,Automatic,Toyota,Corolla,2009,Nigerian Used,102909,1800
Lagos State,840000,Nissan Altima 2006 Gray,Petrol,Automatic,Nissan,Altima,2006,Nigerian Used,53603,2500
Lagos State,997500,Volvo V40 1999 Red,Petrol,Automatic,Volvo,V40,1999,Nigerian Used,44151,1700
Abuja (FCT),2250000,Toyota Corolla 2005 Blue,Petrol,Automatic,Toyota,Corolla,2005,Nigerian Used,223488,1800
